shop_id;shop_name;review_text;rating;source;review_name;review_date;latitude;longitude;Label
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Nakoa Kafe Suhat, Malang: Simple, Cozy, Berkarakter Ngafe di Nakoa itu kayak mampir ke tempat yang udah ngerti kamu capek. Interiornya clean dan minimalis, tapi hangat. Baristanya ramah, vibes-nya santai banget.  Pesan iced latte, duduk di pojok dekat jendela. Rasanya pas, nggak neko-neko, tapi nagih. Tempat ini cocok buat nugas, ngobrol santai, atau sekadar nyendiri sambil dengerin playlist lo-fi.  Nakoa bukan cuma soal kopi — tapi soal ketenangan kecil di tengah riuhnya Malang;5;google_places_api;Muhammad Ainul Yaqin;9 bulan lalu;-79.362.506;1.126.222.933;Nugas
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Salah satu Coffee Shop di Malang yang wajib banget didatengin. Rata-rata semua minumannya enak, tidak ada makanan berat tapi semua jenis pastry/kuenya enak (recommen: es kopi susu gula aren, asian dolce latte, choco tiramisu🥇). Fasilitasnya lengkap ada musholla, toilet, wi-Fi, dan colokan banyak bgt. Indoornya cocok untuk yang mau nugas/WFC, outdoornya cocok untuk nongkrong sama temen, spacenya banyak banget!!  Pelayanannya ramah banget dan cepet, pas mau selesai transaksi minuman udah selesai, jadi gaperlu nunggu lama (kondisional sih, kebetulan datangnya pas sepi jadinya selesai transaksi bisa langsung diambil minumnya);5;google_places_api;Vitania Fauzyah;Diedit setahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Lokasi di pusat kota. Tempatnya luas, wifi kencang, dan kursi dengan colokan laptop cukup banyak. Cocok buat WFC dan ngerjain tugas kuliah.  Di sini jg ada mushollanya. Nongkrong OK, ibadah OK ✅;5;google_places_api;Zuhri Pribadi;8 bulan lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;café estetik indoor-outdoor, kopi & snack Rp15–30k, Wi‑Fi kenceng + colokan komplet;5;google_places_api;M. Rizki Trianto;7 bulan lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;"Orderan spf jika makanan belum siap jangan pencet ""sudah disiapkan"", udah berapa kali kena disini gini mulu";1;google_places_api;403_Muhammad Arsyaq Fery Juliyanto;2 bulan lalu;-79.362.506;1.126.222.933;
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Tempat nyaman bgt banyak colokannya buat ngecas, nugas nongkrong. Tapi untuk pastry nya 5/10 biasa aja.;4;google_places_api;Rahma M;5 bulan lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Gak pernah sepi pengunjung, kopi papuanya joss  Wifi cukup stabil;5;google_places_api;Ridho Prasojo;5 bulan lalu;-79.362.506;1.126.222.933;Nugas
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Kafe estetik yang cukup digemari oleh kaum muda yang ada di Malang. Rasa minuman dan harganya standard kafe pada umumnya. Tempatnya cukup luas dan tersedia banyak meja serta colokan, sehingga cocok digunakan untuk working space atau nugas. Tempat duduknya ada yang indoor dan outdoor. Fasilitasnya cukup lengkap dan ada mushollanya. Sebelum ada cabang di Jalan Panjaitan, kafe ini sangat ramai dan harus antri lama ketika memesan. Namun, untuk saat ini situasinya tidak terlalu ramai karena sudah ada cabangnya. Lokasinya sangat strategis karena terletak dekat dengan Jalan Suhat. Untuk tempat parkirnya juga cukup luas.;5;google_places_api;Ahmad Bachtiar Arif;2 tahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Tempat luas, croffle cheese bobanya enak, matcha latte nya agak kurang mantul sih ya, tempatnya luas tapi rasanya lebih cakep dan enak malam hari, kalo siang hari, nugas leptopan agak silau karena kaca smua sih..;4;google_places_api;ayu triutami;10 bulan lalu;-79.362.506;1.126.222.933;Nugas
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Tempatnya cozy dan harga minumannya terjangkau, khususnya untuk temen2 yg kuliah. Buat nongkrong dan ngerjain tugas juga oke, krn di setiap tempat duduk ada colokannya. Buat pecinta kopi kayanya bisa nambah espresso krn kurang kerasa kopinya, pas aku pesen americano, jadi americano nya lebih light, tapi masih tetep ok.  Service waiternya ok, dan kita nanti ambil sendiri pas udah dipanggil namanya.  Disini ga jualan air mineral, tapi disediakan dispenser buat free air mineral dan udau ada gelasnya juga kok. Tapi gaapa kalau bawa tempat sendiri;5;google_places_api;Dewi Firdausi;2 tahun lalu;-79.362.506;1.126.222.933;Nugas
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Jujur kalo di Nakoa daripada makanannya, tempat dan suasananya sih yang bikin nyaman dan pw puol buat nugas atau cuman ngobrol dan ketemu temen🫶 tapi tetep croissant dan kopinya oke sih☝️✨️;5;google_places_api;Satya Trisnasari;Diedit setahun lalu;-79.362.506;1.126.222.933;Nugas
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Pertama kali ke Nakoa nih selama kuliah di Malang. Interiornya bagus, suasananya juga nyaman. Tempatnya cocok untuk anak muda bersua. Baik buat ngerjain tugas atau ngumpul biasa sama teman-teman.  Ada indoor dan outdoor. Dua duanya nyaman, asri dan bersih dong tentunya. Dalam ruangan ada banyak fasilitas yang dapat digunakan untuk mengerjakan tugas, jadi enak. Kalau yang diluar ruangan nya remang-remang, bisa lihat di foto. Dan gak terlalu berisik juga. Banyak tanamannya, jadi kayak asri dan sejuk gitu.  Untuk makanan dan minumannya lumayan, yaa namanya juga cafe. Tapi makanannya enak. Donatnya enak, walaupun bukan tipe donat yang empuk banget tapi tetap enak. Pelayanannya juga bagus. Staffnya ramah-ramah sekali.  Thank you, Nakoa!;5;google_places_api;Erlin Febri Hdyni;2 tahun lalu;-79.362.506;1.126.222.933;Nugas
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Lokasi strategis. Mudah di temukan karena bangunannya gede, gampang di lihat. Parkirannya luas. Tempatnya luas, banyak tempat duduk / kursi nya. Harga oke, rasa juga oke. Pelayanannya baik. Ada outdoor nya juga kok.  IG: ahmad_musyadad_a;5;google_places_api;Ahmad Musyadad A.;3 tahun lalu;-79.362.506;1.126.222.933;
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Salah satu cafe yang lumayan ramai di Kota Malang. Cocok untuk nugas atau bekerja karena ada colokan dan banyak space utk duduk. Minuman mulai dari Rp24,000 dan makanan mulai dari Rp 20,000 Tempatnya lumayan cozy dan ber ac yg did alam dan juga ada yg outdoor. Cuman klo cuaca mendung duduk di outdoor siap2 aja kehujanan dan rebutan duduk utk ke dalam 😄.;5;google_places_api;Aldrin Rachman Pradana;3 tahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Nakoa yang di Soekarno Hatta ini lebih luas daripada di jalan Bondowoso. Ada dua ruangan outdoor di bagian depan dan di bagian belakang. Keduanya cocok untuk nongkrong sore hari dan suasana langit yang cerah. Sedangkan untuk cuaca hujan lebih baik kita di ruangan indoor. Ruangan tidurnya sendiri asik buat bekerja dan tenang. Sedangkan ruangan outdoornya cenderung lebih ramai dan berangin.  Untuk minumannya sama dengan nakoa di jalan Bondowoso. Rasanya enak pelayanannya cepat dan harganya terjangkau. Makanannya juga sama dengan di cabang lain. Sukses selalu ya;5;google_places_api;Hildan Fathoni;3 tahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Kesini karena diajakin teman, harganya terjangkau, tempat sangat luas dan mewah. Nyoba 2 es kopi yang namanya susah saya tulis, seinget saya ada colombian aren sama butterschot #cmiiw, keduanya sangat enak sekali. Ketersediaan wifi saya tidak tahu, karena tidak bertanya kepada pekerjanya, tapi sepertinya ada wifinya karena terlihat banyak mahasiswa/i, karyawan yang sibuk dengan pekerjaannya. Pekerjanya sangat ramah, dan penjelasan sangat detail ketika saya dan teman saya bertanya (semoga sehat selalu). Btw, ada banyak kue-kue juga.;5;google_places_api;Candra Tri Oktabrianto;setahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Jujur kesan pertama kali kesini itu ketika ngeliat bangunan dari luar mikir ini tempat gede banget. Tiap tempat duduk itu ada colokan. Cocok banget buat nugas dan rapat kecil-kecilan. Untuk dari segi makanan dan minuman, ya standardnya cafe lah. Harga average, ramah buat anak sekolah, kampus, maupun yang kerja.;4;google_places_api;Wafa Baihaqi;Diedit setahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Tolong dong yang hari ini tanggal 25 sept 2024 sekitar pukul 12.00 an nemu cincin perak di toilet, minta tolong banget dikembalikan ke kasir, bukan masalah harga nya karna itu cincin kawin saya 🙏😥🙏😥🙏;5;google_places_api;Riyo April;setahun lalu;-79.362.506;1.126.222.933;
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Amaze bgt sih sama tempatnya. Luas dan lega banget, tempat parkir motornya juga luas. Sangat banyak tempat duduk sehingga tidak perlu khawatir kepenuhan. Bisa memilih indoor ataupun outdoor, semuanya ada tempat untuk charger. Sangat nyaman berlama lama disana, baik sendiri maupun bersama kerabat. Outdoornya ada dua, ada yg didepan ada yg dibelakang, semi outdoornya juga ada. Minuman dan makanannya cuma ada dessert, enak semua sih keliatannya. Pelayanan sangat cepat juga. Overall sangat rekomended banget lah.;5;google_places_api;Fajerin Biabdillah;Diedit 3 tahun lalu;-79.362.506;1.126.222.933;Nongkrong
0x2dd6294067419899:0xab27db9d9fc2ef99;Nakoa;Salah satu tempat untuk tempat nongkrong, makan bisa, nugas, atau bahkan satu satunya zoom meeting di Suhat, Malang.  Tempat yang bersih, rapi, aman, sejuk, terawat, cukup strategis, parkiran cukup luas untuk beberapa mobil dan seperti biasa di Kota ini ada parkir berbayar yang disayangkan.  Harga masuk akal apa fasilitas yang ditawarkan, tempat yang suasana sangat enak, adem, dan bagus pokoknya. Pelayanan cukup cepat, fasilitas juga lengkap.  sekian terimakasih.;5;google_places_api;Hibatulloh Zaki Ardiansyah;2 tahun lalu;-79.362.506;1.126.222.933;Kerja
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Pelayanannya baik dan ramah banget, harga affordable. Tempatnya aja yg gak luas. Cocok buat wfh. Parkir mobilnya susah, tempat parkirnya terbatas.;5;google_places_api;Yunita Fera Rahmawati;4 minggu lalu;-79.392.489;1.126.115.599;Kerja
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Cafe rame jadi tmpt nongkrong, banyak yang bawa laptop, ada beberapa colokan gabisa dipake buat ngecas HP.  Pesen oat latte enak, kyoto inu matchanya juga okee banget, abis minum engga buat mules.. molten lava classicnya jugaa nice, lumerr pol, tp minusnya lama ajaa, hampir 20menit🙏🏼  Menu makanannya keliatannya enak, tp dateng pas perutt dah kenyangg, jd mungkin next time aja  Plusnya, playlist musicnya enak dan makasihh tukang parkirnya bungkusin helmnya satuu satu jd gaa basah kena hujan😚🫶;5;google_places_api;Marissa Renata;2 bulan lalu;-79.392.489;1.126.115.599;Nongkrong
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Ruanganya bau rokok padahal di indoor ini sangat mengganggu karena pengunjung bebas merokok di dalam ruang ber-AC. Tolong ditegakkan aturan bebas rokok demi kenyamanan semua pelanggan.🙏😭 …;2;google_places_api;Ulfa aizatul Umayyah;sebulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;"Sudah dua kali ke sini, dan untuk service, sama kurangnya, entah kenapa setiap kesini mba-mba yang rambutnya aga pirang kurang welcome.  Untuk makanan, kali ini saya pesan burgernya. Menurut saya ini saus kejunya(?) agak overpower, mungkin kalau dikasih saus on the side bisa seimbang rasanya dan ga terlalu heavy, lalu chipsnya ini alot, lempem, rahang saya sampai sakit pas ngunyah. Masukkan  untuk cutlery burgernya, kalau bisa dikasih knife yang bukan butter knife karena jelas gabisa cut dgn enak tanpa burgernya lari kemana"". Untuk minumannya enak.  Tempatnya comfy, khususnya smoking indoor, bersih dan ga yang bau rokok banget. Acnya dingin, pas banget soalnya malang lagi panas-panas nya. Wifinya juga kenceng.";4;google_places_api;Anjani Sekar;4 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;beberapa kali kesini selalu fav aku choco royale nyaaa enaaakkk tempatnya comfy buat WFC atau sekedar ngobrol, AC nya juga dingin cocok siang2 malang sekarang lagi panas bgt, apalagi ada smooking AC nya Rekomendasi cafe yang enak di malang <3;5;google_places_api;Balqis Beta;3 bulan lalu;-79.392.489;1.126.115.599;Kerja
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Penasaran karena liat d review Google katanya enak enak dan ada all you can eat nya ternyata pas ke sana menu yang di Google beda jauh sama menu yang tersedia, kata mereka untuk sekarang menu baru tapi malah lebih dikit pilihannya jd yang udah d rencananin mau pesen apa malah sampe sana jd pesen lain krna menu berbeda. Saya pesen signature bakso tapi pas minta kecap ga ada, hmmm mereka ngasih menu bakso tapi ga punya kecap 😭 Menu kedua pesen ramen yang mie nya kecutt  Minuman leci yakultnya enak Minuman watermelon juga enak Pelayanan biasa Suasana cafe nya oke Toilet bersih Parkiran terbatas krna penuh kami parkir d angkringan sebelah Oya mereka nyediaiin minuman di gelas thinwall untuk customer dine inn agak kurang cocok aja sih, overall ga sesuai ekspektasi sih Oya menu dessert nya rata rata cuma french toast yang dikasih beda beda topping, agak kurang juga sih untuk harga 30an ribu;3;google_places_api;Sanita Sisilia;7 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Untuk makanan yg sy pesan Chicken Nanban enak (meski banyakan tepungnya) Kopinya enak. Penyajian makanannya cukup cepat. Matchanya agak lama apalagi kalau lagi ramai, tapi harga matcha ceremonialnya bisa dibilang terjangkau (30k before tax)  Sedikit saran Smoking areanya hanya dibatasi oleh sliding door dengan area non smoking sehingga kalau ada yang keluar masuk area smoking ada asapnya yg bocor. Ruangan non smoking jadi bau asap rokok. Kalau bisa akses pintunya dari area outdoor saja. Atau pintunya dibuat yg otomatis buka tutup.;5;google_places_api;Priscilia Gunawan;6 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Tempat nongkrongnya nyaman.. Ada indoor smooking room... Makanannya ok. Bukan yang enak enak banget tapi lumayan dibanding cafe lain. Minumannya lumayan istimewa.. Khususnya kopi karena mempunyai tempat roasting sendiri. Macam macam jenis kopi dari berbagai daerah ada, bahkan ada beberapa yang impor. Roasted bean juga bisa dibeli disini kalau pengen nyeduh sendiri di rumah. Kalau coffee basenya ga diragukan lah. Selain coffe base juga banyak dan lumayan. Overall tempat ini ok dengan makanan dan minuman yang ok punya.;5;google_places_api;Ahmad Zaki;4 bulan lalu;-79.392.489;1.126.115.599;Nongkrong
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Sejujurnya tempatnya tenang buat nugas atau wfc tapi pas saya dateng dia renovasi jadi agak sibuk gt deh. Velvet latte enak bgt dia heavy aku suka. Wifinya kenceng, tersedia musholla juga;5;google_places_api;Afina Fika;6 bulan lalu;-79.392.489;1.126.115.599;Kerja
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Pertama kali ke Labore, dari datang pelayanannya best. Mulai dari datang payungin sampai mobil ke dalam. Di dalam juga tersedia banyak tempat duduk, bisa pilih ruangan ac atau non ac. Ambiencenya tenang. Yang paling penting tempatnya bersih.  Cireng sama tahunya enak. Untuk kentangnya enak tapi sausnya terlalu encer. Minumannya juga enak, favorite ku matcha sama choco royale. Pembayaran bisa tunai atau qris.  Fasilitasnya lengkap, ada free wifi, ada kamar mandi bersih ngga bau serta dibedakan cewe dan cowo, ada musholla, ada baby chair, dan ada stop kontak. Will definitely back👍🏻;5;google_places_api;Salsabila G;7 bulan lalu;-79.392.489;1.126.115.599;Nugas
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Suasananya kondusif harga masih terjangkau untuk malang 24 jam namun sudah kena PPN jadi agak kerasa mencekik yh;4;google_places_api;Faishal Nafi';2 bulan lalu;-79.392.489;1.126.115.599;Nugas
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Mananan ke asinan kita pesan banyak dan semua keasinan jadi buka karena selera ya beef nya rasanya aneh dagingnya rada bau2 amis hewan, suasana. Ga enak ada orang nukang di dalam + mati lampu 3kali , WiFi lemot ,bahkan ada jaringan tapi ga bisa dipake internet,layanan bad karywan perempuan rambut pirang kalau jelasin miskom menu dan aturan cafe nya nyolot kaya mau ngajak tarung.. ga balik lagi kecewa :(;1;google_places_api;risa nia Santi;6 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Tempat ngopi atau makan yg bisa di kunjungi kalo berkunjung ke Malang. Lokasi nya pun gampang di jangkau karena dipinggir jalan. Untuk parkir lumayan lah untuk beberapa mobil saja. Tempatnya cozy ada yg smoking dan non smoking. Toilet bersih. Pilihan menu makanan dan minuman jug beragam. Untuk harga termasuk worth dengan rasanya;5;google_places_api;Anggasta Putra;7 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;"Prinsip rasa oke cuma kali ini over salty untuk Yakisoba baik noodle terutama topping beef patty nya jadi gak terasa juicy cuma asin, apa karena kelamaan marinasi atau bagaimana. Basic nya enak Soyu ramen chicken katsu 👍 Chicken nanban don 👍 Salted egg chicken (take away) 👍 Coffee ""Christmas Blend"" 1:15 92°C manstabs bener 👍";4;google_places_api;Rudy Asahi;10 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;tempatnya enak banget wifi juga lancar cocok buat wfh makanan sama minuman nya juga oke banget;5;google_places_api;Bimasyaa Setiawati;3 bulan lalu;-79.392.489;1.126.115.599;Nugas
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Hari ini datang bertiga dan pesan nasi goreng, ramen beef patty, serta nasi sapi bakar. Semua rasanya enak, 9/10 👍 Kasirnya juga sopan dan ramah. Pasti akan kembali lagi.  Cuma ga ada parkir , harus parkir  di gang sebelah dan lagi hujan deras..;5;google_places_api;Riana McNab;2 minggu lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;tempatnya enak banget buat nugas atau sekedar nongki n makanannya so yummy💗🌷🤍;5;google_places_api;ajengpujaaprilia;3 bulan lalu;-79.392.489;1.126.115.599;Nugas
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;ramennya enak rekomen bgt kuah creamy dan pedesnya pas, suasana kafe nya juga asik. nggak nyesel dateng kesini;5;google_places_api;ali akbar;Diedit 3 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Kesini karena suami BM labore. Kl saya pertama kali kesini.  Tapi sedih sama pelayanannya. Saat itu ngasih pesan minta dagingnya mateng dan telurnya mateng, karena emang lagi hamil.  Request jg es coklatnya gak pakai gula.  Tapi dijawab kurang ramah sama mbaknya. Hehe.. kurang senyum dikit kak.  Saya cuma pengen memastikan aja kok kak.  Masakannya enak sih, sesuai request.  Dan pegawai yang lain jg baik dan ramah.  Sayang parkirnya mobil terbatas, better naik motor aja biar dapat parkir.;5;google_places_api;alvi laili Zahra;7 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Wifi cukup stabil, lokasi mudah ditemukan, harga affordable, cocok buat nugas & kerja tipis tipis;4;google_places_api;Ridho Prasojo;5 bulan lalu;-79.392.489;1.126.115.599;Kerja
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Saya pelanggan WFC nya LABORE sejak dulu. Setelah di renovasi menjadi lebih menarik dengan menu yang lebih banyak. Tapi saya ada saran penting yang hilang dari LABORE:  1. Sudah gak bisa open bill, ini merepotkan buat yang WFC seharian, saya bill bisa besar loh kalau closing karena tim menyusul dan bisa pesan, kalau sekarang repot harus anter mereka ke depan kasir, akhirnya memilik pindah ke cafe yang bisa open Bill  2. Buku menu bergambar ga ada, menu anda itu unik2, masa saya di depan kasir, menanyakan bentuk kayak apa, disuruh nunggu layar TV di belakang berganti gambar menu yang sesuai, sama dibukakan gambarnya di Instagram dulu hehe;4;google_places_api;Miftah Faridh;6 bulan lalu;-79.392.489;1.126.115.599;Kerja
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Sebetulnya saya pelanggan lama, tapi jari ini tidak tahan buat tidak memberi ulasan karena kopinya sekarang sudah berbeda rasa. Kayak tidak otentik lagi seperti Labore yang dulu. Sudah begitu kemasannya tidak ada yang kaleng. Padahal bagus, terkesan eksklusif gitu dan bisa disimpan jadi stok. Entah kenapa sekarang jadi biasa saja seperti kopi-kopi pada umumnya yang pasang harga lebih rendah. Semoga bisa kembali ke konsep awal & lebih baik lagi 🙏 Sukses selalu;4;google_places_api;Resepnya Ayu;5 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;aaaa sukaa bgtt samaa coffe people choices nyaa, tempatnya bener2 comfy bangettt, pelayanannya juga top bgt🫰🏻🫰🏻;5;google_places_api;VIOLNEY EVELYNA AZMI;3 bulan lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Plus: 1. Suasananya nyaman, ada beberapa macam room yg avail disini. 2. Makanannya enak dan harganya affordable sih. Semi fine dining.  Minus: 1. Menu tidak selalu avail. 2. Data reservasi tidak di catat keknya, meski respon adminnya cepat tapi pas saya datang konfirm utk reservasi, petugasnya bilang tidak ada reservasi. Ternyata chatnya terkubur. Dan meja kursi belum ditata.;5;google_places_api;Adi Surya;2 tahun lalu;-79.392.489;1.126.115.599;
0x2dd629e7c8cc9aa1:0x8d98cf1f12623312;Labore coffee eatery;Kopinya enakkk, pelayanannya oke, dan tempatnya comfy banget buat nongki atau nugas;5;google_places_api;Tania;3 bulan lalu;-79.392.489;1.126.115.599;Nugas
